head	relation	tail
Putter Panda	USES	S0065
APT37	USES	S0212
APT28	USES	S0251
APT37	USES	S0247
APT16	USES	S0064
Lazarus Group	USES	S0376
OilRig	USES	S0258
Suckfly	USES	S0118
Scarlet Mimic	USES	S0079
APT33	USES	S0199
Elderwood	USES	S0208
menuPass	USES	S0159
APT1	USES	S0123
Carbanak	USES	S0030
FIN7	USES	S0030
Rancor	USES	S0254
Lotus Blossom	USES	S0081
FIN7	USES	S0151
APT18	USES	S0071
Orangeworm	USES	S0236
Dark Caracal	USES	S0182
APT29	USES	S0054
APT28	USES	S0136
Patchwork	USES	S0273
Carbanak	USES	S0002
APT1	USES	S0002
APT28	USES	S0002
APT32	USES	S0002
APT39	USES	S0002
Lazarus Group	USES	S0002
Cleaver	USES	S0002
menuPass	USES	S0002
Stolen Pencil	USES	S0002
MuddyWater	USES	S0002
Cobalt Group	USES	S0002
Threat Group-3390	USES	S0002
TEMP.Veles	USES	S0002
PittyTiger	USES	S0002
Magic Hound	USES	S0002
Thrip	USES	S0002
Turla	USES	S0002
APT38	USES	S0002
OilRig	USES	S0002
APT33	USES	S0002
DarkHydrus	USES	S0002
APT29	USES	S0002
Ke3chang	USES	S0002
Leafminer	USES	S0002
BRONZE BUTLER	USES	S0002
APT19	USES	S0154
APT32	USES	S0154
CopyKittens	USES	S0154
Cobalt Group	USES	S0154
FIN6	USES	S0154
Leviathan	USES	S0154
DarkHydrus	USES	S0154
APT29	USES	S0154
APT28	USES	S0193
APT28	USES	S0243
Gamaredon Group	USES	S0147
Elderwood	USES	S0203
Axiom	USES	S0203
Dragonfly	USES	S0093
Sandworm Team	USES	S0089
APT30	USES	S0035
Honeybee	USES	S0096
Naikon	USES	S0096
Turla	USES	S0096
Orangeworm	USES	S0096
OilRig	USES	S0096
admin@338	USES	S0096
Ke3chang	USES	S0096
